"video_id","author_unique_id","author_link","signature","is_brand","is_matrix_account","is_ugc_creator","extracted_brand_name","analysis_details","author_followers_count","author_followings_count","videoCount","author_avatar","create_times"
"7426729532457094430","collegegirl_ella","https://www.tiktok.com/@collegegirl_ella","Creator: ella","False","False","True","","The profile is that of a general content creator (`collegegirl_ella`) who is reviewing or showing enthusiasm for a product (`#ainotetaker`). There are no clear partnership signals such as #ad, #sponsored, #partner, discount codes, affiliate links, or bio links to a specific brand. Therefore, it is classified as a UGC_CREATOR, and no specific brand name is assigned due to the lack of explicit partnership indicators, as per rule 4.","82","85","54","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21c890cc585659006ada424ab4bf8b52~tplv-tiktokx-cropcenter-q:300:300:q75.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=8602cf52&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1750896000&x-signature=KNSLJlCR9WmqUjM0BiLT0UtD32Q%3D","2024-10-17"
"7522754461115092232","elle.kong","https://www.tiktok.com/@elle.kong","documenting my med journey 💌 ellekongcontact@gmail.com","False","False","True","","The creator's username and bio are personal (""documenting my med journey"") and do not indicate ownership of a brand, ruling out OFFICIAL_BRAND. There is no explicit affiliation or employment with a specific brand stated in the profile (e.g., ""Working at PLAUD"" or ""PLAUD ambassador""), ruling out MATRIX_ACCOUNT. The creator is producing content that mentions and strongly endorses a product (#PLAUD, #airecorder), classifying them as a UGC_CREATOR. However, despite the strong product mention, there are no explicit partnership signals such as #ad, #sponsored, #partner tags, discount codes, or affiliate links in the provided context to assign a specific brand name as per the strict rules for brand name assignment under UGC_CREATOR.","19009","29","224","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f8f025d13a279bbab3198451e17bf1db~tplv-tiktokx-cropcenter-q:300:300:q70.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=b7914aee&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1752112800&x-signature=aF7iJrXa7vOOe0ZxF97nBS0ieKg%3D","2025-07-03"
"7514320388915088662","findyourstudymotivation","https://www.tiktok.com/@findyourstudymotivation","-studymotivation & studytips for life💡 Collabs: 💌studymotivationinfo@gmail.com","False","False","True","","The profile is not an official brand account, as the username is generic, the bio is general 'studymotivation & studytips', and 'Is Official Account' is False. It is not a Matrix Account as there is no clear affiliation or employment with a single brand shown in the profile (bio, email, consistent content beyond one example). The creator is a UGC_CREATOR because they are promoting a third-party product (Fieldy.ai) in their content. However, no explicit partnership signals like #ad, #sponsored, discount codes, or direct partnership disclosures are present, so a specific brand name is not assigned per the strict rules for UGC_CREATOR brand naming.","72768","88","229","https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/4e00c9731da46302b26cdf73868b62b9~tplv-tiktokx-cropcenter-q:300:300:q75.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=b38eda73&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1750896000&x-signature=JJ9M4abRgks7G%2FhrPmLHAyw98gY%3D","2025-06-10"
"7439491311322877215","anthonyfavs3","https://www.tiktok.com/@anthonyfavs3","Tech Ninja| Reviewing the hottest tech on TT anthonyfavsugc@gmail.com","False","False","True","","The creator's bio describes them as a ""Tech Ninja"" reviewing ""hottest tech,"" and their email ""anthonyfavsugc@gmail.com"" strongly indicates they create User-Generated Content (UGC) for brands. The content is a highly positive review of the ""PLAUD note."" While the creator produces commercial content, there are no explicit partnership signals such as #ad, #sponsored tags, discount codes, or direct affiliate links mentioned for this specific content, thus a specific brand name cannot be assigned per the classification rules for UGC_CREATOR.","8406","2383","524","https://echosell-images.tos-ap-southeast-1.volces.com/user-avatar/464/MS4wLjABAAAA2vxS0SunlaauWOpIYKhgWDlxJofVfeYvmiP55BsOwEWI0oheRofOynqTl8lw9sEh.jpeg","2024-11-20"
"7427549915875773742","deliverdeals","https://www.tiktok.com/@deliverdeals","God is Good ❤️ - $2.5M in GMV / 150M Views in 2024","False","False","True","","The presence of `#ad` in the content context is a clear signal of a brand partnership, classifying this profile as a UGC_CREATOR. The bio's mention of ""GMV"" (Gross Merchandise Volume) further supports commercial intent. The username does not contain a specific brand name, and ""Is Official Account: False"" rules out OFFICIAL_BRAND. There is no clear affiliation with *one specific* brand to classify as MATRIX_ACCOUNT. No specific brand name is provided in the input details, only a generic product type ""Ai Note Taking"".","192762","58","1250","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7427549915875773742.0000000.jpg","2024-10-19"
"7205704522923035950","aidaddy.com","https://www.tiktok.com/@aidaddy.com","Map & Automate Processes with AI","False","False","True","","The creator reviews multiple AI note-taking apps in the content, which is characteristic of a UGC_CREATOR. However, there are no explicit partnership signals such as #ad, #sponsored tags, discount codes, or direct affiliate links for any of the mentioned brands. The username ""aidaddy.com"" and bio are generic and do not indicate an official brand account or a clear matrix account relationship with a single specific brand. Therefore, it's a UGC_CREATOR with no specific brand assigned.","151709","71","317","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7205704522923035950.0000000.jpg","2023-03-01"
"7517078186455223565","byhisgrazetn","https://www.tiktok.com/@byhisgrazetn","Charcuterie, grazing tables, Holiday decorating, best tiktok shop deals 💕","False","False","True","","The creator's profile (username, display name, bio) is for a charcuterie business, not Plaud AI, ruling out OFFICIAL_BRAND and MATRIX_ACCOUNT for Plaud AI. While the content promotes and tags @PLAUD AI, there are no clear partnership signals such as #ad, #sponsored, #partner tags, discount codes, or explicit disclosures for Plaud AI in the provided information. Therefore, it's classified as a UGC_CREATOR with no specific brand name assigned, following Rule 4 and Rule 3's strict criteria for partnership signals.","109621","1774","959","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7517078186455223565.0000000.jpg","2025-06-18"
"7313897795755248904","adamstewartmarketing","https://www.tiktok.com/@adamstewartmarketing","🤖 Obsessed with AI & Automation ✉️ adam@adamstewart.ai","False","False","True","","The creator reviews a Google product (Google Notebook LM) and mentions Google's Gemini. However, there are no clear partnership signals in the bio or content description such as #ad, #sponsored, affiliate links, discount codes, or explicit disclosures of a paid partnership. The profile does not indicate employment or official affiliation with Google. Thus, it fits the description of a UGC_CREATOR reviewing a product without partnership signals.","109138","373","412","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7313897795755248904.0000000.jpg","2023-12-18"
"7498887693116411167","kelliesunshinesboutique","https://www.tiktok.com/@kelliesunshinesboutique","Daizy24@aol.com Los Angeles, Ca 🫶🏻Happily Married🫶🏻","False","False","True","","The presence of `#ad` in the content title and description is a clear and direct signal of a brand partnership or sponsored content, classifying the creator as a UGC_CREATOR. The username and bio do not indicate an official brand account or a dedicated matrix account for a single specific brand. No specific brand name is provided for the ""AI Recording and Note Taking"" product.","19667","7064","193","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7498887693116411167.0000000.jpg","2025-04-29"
"7446088587931733294","dealsanddoohickeys","https://www.tiktok.com/@dealsanddoohickeys","Fligh deals and doohickeys 🤗","False","False","True","","Creator mentions a product (""plaud note ai voice recording"") in the content, but there are no specific brand partnership signals such as #ad, #sponsored, discount codes, affiliate links, or explicit partnership disclosures in the bio or content. The profile does not indicate an official brand account or a direct affiliation. Therefore, it is a UGC Creator without a clear brand partnership.","9729","920","1386","https://vispie-media-convertv2.s3.amazonaws.com/thumbnails/7446088587931733294.0000000.jpg","2024-12-08"
