"video_id","author_unique_id","author_link","signature","is_brand","is_matrix_account","is_ugc_creator","extracted_brand_name","analysis_details","author_followers_count","author_followings_count","videoCount","author_avatar","create_times"
"7046348136746437894","digitalthingsbyanna","https://www.tiktok.com/@digitalthingsbyanna","Digital (science) stickers, wallpaper etc… 🧬💙","False","False","True","Digital Things by Anna","The creator's bio ""Digital (science) stickers, wallpaper etc…"" clearly indicates commercial intent and the selling of their own products, which are directly associated with their display name ""Digital Things by Anna"". This fits the UGC_CREATOR category as a creator engaging in commercial activity. It's not an official brand account and shows no affiliation with an external specific brand. The commercial intent stated in the bio serves as the signal for the self-created brand ""Digital Things by Anna"".","746","2","24","https://p16-amd-va.tiktokcdn.com/tos-maliva-avt-0068/6d53396b0e6ccbfca266fd14630ea193~tplv-tiktokx-cropcenter-q:300:300:q75.jpeg?dr=10793&idc=maliva&ps=87d6e48a&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4","2021-12-27"
"7511456587886693675","studywith.avery","https://www.tiktok.com/@studywith.avery","organized notes = clear mind = better results!!","False","False","True","EasyNote","The creator explicitly thanks ""EasyNote"" in the content title and description, which is a clear brand mention with implied commercial intent, signaling a partnership or sponsorship even without explicit #ad tags. The profile is not an official brand account, nor does it show direct employment/affiliation with a single brand.","365","24","60","https://p16-amd-va.tiktokcdn.com/tos-maliva-avt-0068/26f06d5440c2f2609de3e5d2a53263ed~tplv-tiktokx-cropcenter-q:300:300:q75.jpeg?dr=10793&idc=maliva&ps=87d6e48a&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4","2025-06-02"
"7507621137963060523","cindyminutes.ai","https://www.tiktok.com/@cindyminutes.ai","Notetaking doesn't have to suck 👉""Minutes AI"" in App Store","True","False","False","Minutes AI","The username ""cindyminutes.ai"" contains the product name ""minutes.ai"", and the bio directly promotes ""Minutes AI"" with a call to action to find it in the App Store. This fits the definition of an OFFICIAL_BRAND as a primary promotional account for its own product, despite ""Is Official Account: False"" from TikTok's verification status.","478","42","214","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/585c86dfe2182bc2f8c635020beb35bd~tplv-tiktokx-cropcenter-q:300:300:q70.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=f8e214da&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1751976000&x-signature=IEQ2dYOj5yX0gkFby4DxoNoi9hQ%3D","2025-05-23"
"7479902490616483118","nicoleglass60","https://www.tiktok.com/@nicoleglass60","collab: nicolefuentes0131@gamail.com  SAHM showing yall what tiktok sent me👇🏼","False","False","True","TikTok","The bio ""SAHM showing yall what tiktok sent me"" and the presence of a ""collab"" email indicate that this is a UGC creator who receives products directly from TikTok (likely through a gifting or creator program) for promotional content. The #TikTokShop hashtag further reinforces the commercial intent through the platform. The partnership is with TikTok as the entity providing the products.","19769","1042","1255","https://echosell-images.tos-ap-southeast-1.volces.com/user-avatar/478/MS4wLjABAAAACfk2jO8icjPKKNquWZuMUASTCtmE3r3w8AGSl4RivMa1ouYDVvLytqXcmzsEOLm-.jpeg","2025-03-09"
"7515212243177393439","brianhongdigital","https://www.tiktok.com/@brianhongdigital","Founder & CEO I trade growth for equity in companies infintechdesigns.com","False","True","False","infintechdesigns.com","The creator's bio states ""Founder & CEO"" and links to ""infintechdesigns.com"", clearly establishing a direct employment/ownership connection to this specific brand. This fits the definition of a MATRIX_ACCOUNT, as the profile shows a clear connection to one specific brand, but it's not the official account for that brand (as indicated by ""Is Official Account: False"" and the username not being the brand name). There are no signals for UGC_CREATOR (e.g., #ad, discount codes).","247","30","134","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0788f227854e0a95a8a77328f79c5e24~tplv-tiktokx-cropcenter-q:300:300:q75.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=175e9bea&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1750896000&x-signature=xalHR9R09wzsI6ws2VXKFuitDUc%3D","2025-06-12"
"7410950891932585222","nicole.studywme","https://www.tiktok.com/@nicole.studywme","Honours biopharm 👩‍🎓  Building ---> Turbolearn","False","True","False","Turbolearn","The bio ""Building ---> Turbolearn"" strongly indicates a direct connection, likely employment or founding role, with the Turbolearn product, classifying it as a MATRIX_ACCOUNT. There are no typical UGC partnership signals like #ad or discount codes.","38027","116","176","https://p16-amd-va.tiktokcdn.com/tos-maliva-avt-0068/749da43781abe3f769a563a6884f31a3~tplv-tiktokx-cropcenter-q:300:300:q75.jpeg?dr=10793&idc=maliva&ps=87d6e48a&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4","2024-09-05"
"7457375221259980074","amcgowan0930","https://www.tiktok.com/@amcgowan0930","amcgowan0930@mega-mgmt.com","False","True","False","Mega Management","The creator's bio ""amcgowan0930@mega-mgmt.com"" explicitly links them to ""Mega Management"" (mega-mgmt.com). This indicates a clear professional affiliation or representation by a specific company/brand, which aligns with the MATRIX_ACCOUNT definition. No clear brand partnership signals for products were found in the content or bio to classify as UGC_CREATOR, and it's not an official brand account.","294090","1005","2505","https://echosell-images.tos-ap-southeast-1.volces.com/user-avatar/645/MS4wLjABAAAANxXkj65AXbUqy06HE1tD0YqavDAEX2XknwX0v8HeWS93R6xSRyOB5fgAfglbTXM3.jpeg","2025-01-08"
"7494648943750483231","ellen.morgann","https://www.tiktok.com/@ellen.morgann","Your new 9-5 bestie 💙 👉 “Minutes AI” on the App Store","False","True","False","Minutes AI","The bio ""Your new 9-5 bestie 💙"" combined with the direct promotion and App Store link for ""Minutes AI"" indicates a clear and consistent affiliation or employment with this single brand, without being the official brand account (as ""Is Official Account: False""). This fits the definition of a MATRIX_ACCOUNT. There are no explicit UGC partnership tags (#ad, #sponsored) which would classify it differently.","161","33","196","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1073f055f964700ea7d715b3bce4ce98~tplv-tiktokx-cropcenter-q:300:300:q70.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=050d27c3&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1751976000&x-signature=NqMmsBd5RV4DN90k6k5nb406aGM%3D","2025-04-18"
"7501240688189689110","anushka.shar","https://www.tiktok.com/@anushka.shar","It's called ""Minutes AI"" on the App Store","False","True","False","Minutes AI","The creator's bio ""It's called 'Minutes AI' on the App Store"" and consistent content promoting ""Minutes AI"" demonstrate a clear, strong affiliation with one specific brand. This indicates the creator is either an employee, founder, or deeply connected to the ""Minutes AI"" product, fitting the MATRIX_ACCOUNT definition. The username is not the brand name, and ""Is Official Account: False"" prevents it from being OFFICIAL_BRAND. There are no explicit partnership signals like #ad or discount codes to classify it as a UGC_CREATOR with a brand name.","247","6","64","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7e9a3038dd6e2c46a7037a8434ae439e~tplv-tiktokx-cropcenter-q:300:300:q70.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=c0bdaaca&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1751976000&x-signature=aUr0L1p8caJScScQgyrcY%2BwHWv4%3D","2025-05-06"
"7523766985826635022","kiley_c","https://www.tiktok.com/@kiley_c","Taking notes doesn’t have to suck  👉 “Minutes AI” on the app store","False","True","False","Minutes AI","The creator's bio directly promotes ""Minutes AI"" with an app store call-to-action, indicating a clear and singular affiliation with this specific brand. The username (`kiley_c`) does not match the product name, and the ""Is Official Account: False"" flag prevents classification as OFFICIAL_BRAND. This strong, singular promotion without typical UGC partnership disclaimers fits the MATRIX_ACCOUNT criteria.","93","136","60","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fa8391e67aa870eb17827d538ca67905~tplv-tiktokx-cropcenter-q:300:300:q70.jpeg?dr=10793&idc=maliva&ps=87d6e48a&refresh_token=d7767248&s=SEARCH&sc=avatar&shcp=c1333099&shp=45126217&t=223449c4&x-expires=1751976000&x-signature=c9FUwoWqJdXNpxqhOqmrVjIwIpA%3D","2025-07-06"
